BrowLowererL,BrowLowererR,CheekPuffL,CheekPuffR,CheekRaiserL,CheekRaiserR,CheekSuckL,CheekSuckR,ChinRaiserB,ChinRaiserT,DimplerL,DimplerR,EyesClosedL,EyesClosedR,EyesLookDownL,EyesLookDownR,EyesLookLeftL,EyesLookLeftR,EyesLookRightL,EyesLookRightR,EyesLookUpL,EyesLookUpR,InnerBrowRaiserL,InnerBrowRaiserR,JawDrop,JawSidewaysLeft,JawSidewaysRight,JawThrust,LidTightenerL,LidTightenerR,LipCornerDepressorL,LipCornerDepressorR,LipCornerPullerL,LipCornerPullerR,LipFunnelerLB,LipFunnelerLT,LipFunnelerRB,LipFunnelerRT,LipPressorL,LipPressorR,LipPuckerL,LipPuckerR,LipStretcherL,LipStretcherR,LipSuckLB,LipSuckLT,LipSuckRB,LipSuckRT,LipTightenerL,LipTightenerR,LipsToward,LowerLipDepressorL,LowerLipDepressorR,MouthLeft,MouthRight,NoseWrinklerL,NoseWrinklerR,OuterBrowRaiserL,OuterBrowRaiserR,UpperLidRaiserL,UpperLidRaiserR,UpperLipRaiserL,UpperLipRaiserR,Emotion
0.6603251446222185,0.43485190017988196,0.8381545567312023,0.9239074672213824,0.4639486424240117,0.9622847454652019,0.849034975690272,0.99123057511046,0.1697711445317308,0.009534415247833827,0.6073372712407051,0.820177003272474,0.5951783177198003,0.18496814293956232,0.5350068519127915,0.34280607315403755,0.7516114557512322,0.8457747824709123,0.08962412902818406,0.11086079510916302,0.13785017849582193,0.7244145807242554,0.03696512844683286,0.4330821325189228,0.43463523971335205,0.11716015497964982,0.587734303281366,0.6288994442675017,0.7126363220047267,0.49442253308073547,0.6944323385428788,0.045671723364290484,0.6822355501373367,0.545771424370009,0.4092335543637561,0.6381599933105863,0.8740314207200252,0.3851595783821393,0.8596267224252704,0.21542517977687503,0.07114954257579698,0.5005902368078089,0.3434217337282315,0.5546831106121002,0.8566910643719794,0.5740783926736193,0.9214747543871863,0.2061929251571355,0.6061252207905712,0.8634178776361954,0.711570660287966,0.27800079972692104,0.7454253093355394,0.024895200195640843,0.9549022352729343,0.14851505061010695,0.10481672561843725,0.697340397404897,0.6901232222201084,0.07526990634966924,0.599228941907815,0.7674055462083732,0.18579344739364012,Mad
0.9428829913786866,0.3373483593118686,0.5549545440116194,0.09607328367330759,0.5582213346069068,0.9991603126755021,0.34974515846949594,0.3897627599619189,0.8139297994039131,0.13546449276232642,0.4491370446302593,0.1386079911108804,0.224270668897124,0.6835680736958999,0.06698910788575874,0.08309216802285335,0.36444280829275644,0.3672591524362191,0.42267960645502933,0.8834584170657703,0.8496396316542809,0.5701861671422048,0.9815076334291059,0.24868666257246763,0.36133424738888675,0.5619162300850604,0.07164285613469812,0.5911866474744458,0.703582907531142,0.3488601316252613,0.38389928524815675,0.9889653012232826,0.5657645383091624,0.8792949649310028,0.7616926712211494,0.48641146245358247,0.7592008980946107,0.11936522135822769,0.34780498130081994,0.28129044315568197,0.9314183423486173,0.8186349526858892,0.5957122244891707,0.9485184318162683,0.4766118661930251,0.7085798218385913,0.02761294218401189,0.6833597670765608,0.8930902768517375,0.6962638101801953,0.7678306803249206,0.26889907932358714,0.032646858251020316,0.9698990095057949,0.9837560257763612,0.9562340711166045,0.2431127657739094,0.04014564903786755,0.035294910287378745,0.2015451523062104,0.9637567125637809,0.9926022266329864,0.8991563767470526,Anxious
0.1788142691607767,0.8003037416061051,0.6337537881665668,0.8226656204868233,0.18636403592609874,0.5992162382796661,0.07935010785454888,0.5872006476756236,0.254493865043114,0.036243285590068286,0.6728795096040029,0.3323287422361989,0.5104158630312389,0.3604503746248853,0.5659772043581445,0.5526271782969097,0.9315583420727375,0.2715263281723057,0.8386925291122208,0.04485430521242606,0.7625683588384434,0.7602314756391197,0.5637018157139964,0.7737028927159494,0.4912151114436881,0.597739223377246,0.2774873554120365,0.42277099530460216,0.9053104829549715,0.8152798349753069,0.1428701274010893,0.6231001857793423,0.9629726943867459,0.3867155947935873,0.9953192048152201,0.004931827325497795,0.7454596017954188,0.9160445726455825,0.4505849950618448,0.7348312098132286,0.5921849457237716,0.08625526810176709,0.9829357054444028,0.010531081632663697,0.6289343382122398,0.23147254660615268,0.9917691666638494,0.7421311798254191,0.6507823374411379,0.8134304672580815,0.5361504083885383,0.23308417451995755,0.6022169490288866,0.22682025360204516,0.1385499675593478,0.3263212268326974,0.6641717391120651,0.8475990595478651,0.9363790062909718,0.6794094911767022,0.5768867560999733,0.5068785682333119,0.34152642445584735,Anxious
0.15719777194711626,0.01412373054886007,0.08745333255709442,0.4469231968546046,0.5934755019276522,0.0842712625693035,0.741293350973907,0.02733480735252858,0.49747942298686,0.4821680462341682,0.6070826757899176,0.7541995317873064,0.23795612123312293,0.794131144363486,0.17913484274067026,0.11250644526471754,0.6557569117194256,0.8249333224251696,0.041093686631823334,0.23949748206190657,0.4602426462460599,0.1635495412162178,0.6928819808191277,0.4520363243158102,0.06734096442972948,0.17024660064195873,0.07028766506969708,0.4912709949092191,0.815993204229773,0.7965598793856237,0.49668535415501713,0.2348691536151405,0.9281615924605277,0.8594125774169825,0.7497211135681607,0.7943042547590705,0.21734971879475962,0.45582422982264514,0.17018586070682096,0.5287604926514166,0.9447936326650265,0.37123175273502695,0.24469214594295452,0.10760165477357664,0.12610777530192874,0.04338463744843435,0.15511845302355431,0.14574039775448322,0.28145823020226346,0.06777003651287916,0.029518035424292988,0.4358511808037754,0.4505418033607874,0.49259767293569046,0.4172874311780227,0.6061600282598303,0.11530818555758104,0.24748595091608527,0.8272122994045652,0.6407948275437413,0.6129148262915245,0.9125318406279254,0.015298085630109481,Anxious
0.5139150021350263,0.5547401142864199,0.23543436030507714,0.0867594144759366,0.31959617585442346,0.03426816545529121,0.5606787020764618,0.07536313170924958,0.7467556965885322,0.6034559951843421,0.9580912774090748,0.3009428073038902,0.5069931356269042,0.40995087818222,0.6219916788500194,0.05734892979238959,0.5347831971777339,0.32780605596844903,0.23061814857730756,0.8590870444132193,0.864617159377786,0.8715647015699788,0.257628326001189,0.9368044555540372,0.49647956875541466,0.4543973421498787,0.3276628105744642,0.3028489691543057,0.0030305818379608995,0.9174004191088821,0.570152454895993,0.9150634192877067,0.20760383886282008,0.4534789833951962,0.32323129499461645,0.88300402939645,0.6304344614788447,0.2253620844937113,0.5534943565972075,0.014439144368867063,0.6202782823029641,0.6998221222505273,0.818754794148652,0.879083001383464,0.3627732736489001,0.8654414179497643,0.978547789279874,0.5650396049215297,0.5003703049374376,0.669760031781588,0.6563404544513739,0.4275613160647016,0.7832452733921194,0.9985347630603574,0.527799782293835,0.9937046361646508,0.12473481923875551,0.5177856852161327,0.06311442146825075,0.0052620331938830756,0.9241995359099484,0.05290620581195338,0.1874832831010773,Anxious
0.853384395565531,0.21965535518621015,0.7698411954975973,0.46068528971873357,0.825453500587802,0.47950249163177905,0.3725499792478102,0.10806274121748627,0.48367568572076935,0.9271079244681624,0.993378873244775,0.5453401510753327,0.6248623047258766,0.8995161802554233,0.500982865508844,0.011771157759477902,0.7800896439930212,0.9701348824362451,0.0843164129435705,0.32499581695782986,0.598838586573688,0.43688656102419954,0.31769199166960826,0.4687949046573969,0.8232115759775922,0.6742583908787069,0.13025133097626562,0.4550732659967701,0.331198176827714,0.7399544978304343,0.21471430201580133,0.9582932436334848,0.2891435959988866,0.0057040510348023155,0.8403842495536197,0.14154767577882632,0.13539246832823304,0.20427856463427085,0.08943106525027866,0.22681299059526083,0.769869945611106,0.6220034574288626,0.4777215432155357,0.26465131595482283,0.7419272242923467,0.6540242822588727,0.8856174595794047,0.04206017348875246,0.7893881258006891,0.6469095900255327,0.6089255121253289,0.6979456595714912,0.6708584240158066,0.07799287531698518,0.10429913314092676,0.04552212897067365,0.5540930645564085,0.9542024048325781,0.8859147636010376,0.32224986647143405,0.6521737133300506,0.729378867974541,0.5945584297841614,Mad
0.3942221793250218,0.8723085553230107,0.5967003018192608,0.3963592133412498,0.00545869448913372,0.7440925747594476,0.6926867529566567,0.7956357295618678,0.8293263808669383,0.5542025973186563,0.938580885264109,0.06240288425139118,0.05542608772091839,0.06571573397179908,0.49657573033518176,0.19942945869380124,0.19434344896767874,0.3564405091935302,0.42259973959617936,0.5133063583785409,0.6545948221360709,0.29991585948226984,0.07478616704321528,0.03116070805793969,0.25170659839716547,0.7818519294846555,0.482573858291802,0.8555288826308372,0.03023463135606108,0.971577658977354,0.18871796755441794,0.7424641541180959,0.06064089222487312,0.34280561130060505,0.7151161232634328,0.9103146066876058,0.8024835697725152,0.4886047752972308,0.662748234364831,0.13792609177413406,0.29288103694071843,0.03305687480488273,0.7353873624352968,0.7324840510047298,0.6059548494564402,0.9760124947219196,0.9740230931097875,0.1640327982579437,0.011730512147203553,0.5717180147502207,0.243736854417947,0.48200750248424884,0.3530513442557449,0.17030846763700302,0.7752231401638544,0.8928845204148526,0.19139113012155373,0.436530959527742,0.7872348663305467,0.946211901344373,0.41490041105656394,0.24282691398053047,0.1270236036642547,Happy
0.9125124533370289,0.8943162217619446,0.5777959780201318,0.6739394238904957,0.281248873108389,0.44511740335244177,0.9605366217965219,0.5311648370276357,0.8117110661507839,0.16177314391855935,0.2386465794539474,0.6446386236002982,0.1600264536196424,0.5773945049739324,0.05298838711553555,0.2268854943942793,0.4337197450260305,0.791414307403285,0.7260118653521895,0.8029465872048654,0.29611780729507153,0.40719643978697584,0.8249461535921275,0.6145482843090811,0.15801170624553085,0.7599911857253651,0.9897105443925904,0.6568899737607193,0.11342840730439796,0.6462577489509916,0.7205850616178797,0.9327582054343762,0.779467065515558,0.6166981635354346,0.6545842440774395,0.2770740213699575,0.27533718446889033,0.7430245958309832,0.4762578475804984,0.3541879631627952,0.5181646826696128,0.9907674323825003,0.4187128249202394,0.2204411297115052,0.3766578703336644,0.7856482636735721,0.2699921024037396,0.18611533782393896,0.7593952158955152,0.9507849978904723,0.44659032908002394,0.0318001467506801,0.9935029797425345,0.68014336436008,0.8187394670697677,0.00040410796237466684,0.3666774218118153,0.4413832737989002,0.4949270044586269,0.9472980758247205,0.40318330714207096,0.22470705095213694,0.46055701307546015,Mad
0.004098796655492065,0.4613754258459466,0.4609351226275714,0.08893409886934256,0.18187834932873082,0.4879948693111945,0.046062346725130654,0.700226733294468,0.10857950003505745,0.4115915079179878,0.5147389748683622,0.7997590178457504,0.4525312585202229,0.10454557297391798,0.6101947871897087,0.678413389485985,0.7442112942527391,0.3889736988384882,0.8722677701784668,0.29149211924354357,0.16349475622437315,0.9848701427431451,0.7700225525311588,0.2469548070381029,0.5681009875657371,0.6480889992210332,0.8670483222765148,0.27970183078344424,0.08046599325101833,0.3687849180447307,0.9306646784951774,0.8693078531470262,0.19798397226645514,0.04870704164205586,0.5579999957826157,0.7082382148395259,0.3573499599514043,0.06606320483333772,0.2775065657156812,0.875110787358215,0.64686946935484,0.6545880929272737,0.8795985307336918,0.14091960829719152,0.08694353921704245,0.44162391173546645,0.001368667103803678,0.9507870996086707,0.2785257369549998,0.4444667881653175,0.41302310762199357,0.3362480952828215,0.44001987814630816,0.7458009554338895,0.38258035144094393,0.09238822485857334,0.016955987947626094,0.3307435362131639,0.7370875285023726,0.5299780124705724,0.021219230817885792,0.4509386118567762,0.7228657478531514,Anxious
0.5097345680037807,0.3106972986288882,0.15725636884458816,0.5190616155988068,0.6724619888352192,0.9711904697394032,0.6343234509888552,0.6170861958636937,0.7835288400977717,0.990933284174854,0.5681574838140457,0.1276366090909652,0.9075728914779642,0.12814047396530936,0.8910010248282815,0.010578253114317038,0.28399779911324563,0.011446175194564145,0.08896626003979102,0.7671738069229112,0.7972853718539242,0.5902498011099583,0.7146214704745402,0.2819205254186372,0.004975767706889567,0.9844727128941356,0.2852790847331087,0.018145297936317806,0.6854762899603786,0.10394076721501333,0.035508587987917006,0.22533131096649905,0.35668599318518157,0.10774126058258293,0.2849743538853077,0.6809825163799581,0.3603109998491302,0.1530797045026523,0.04978715805371192,0.04551660934220536,0.3723221548759076,0.8888461354315296,0.36589052831013313,0.6908536531100131,0.5441959070089232,0.1796649815826188,0.17323371756713846,0.46028161631272113,0.5531741837169607,0.7276319913351257,0.7919227404038386,0.2462999125135551,0.8855381945915335,0.9069363832890077,0.6871243509753668,0.0339757519031153,0.6437615928011035,0.08086729363926048,0.9912312333403519,0.36660546538841243,0.8629342959272613,0.5940975184690467,0.037048652645806146,Mad
0.06457660628434869,0.3660838831750691,0.6473160170117925,0.4308339335472954,0.7700196843371102,0.4901116992755892,0.7374558457506525,0.5663950977714082,0.6290075942853438,0.031025383804663575,0.8783882387408332,0.9578198755265496,0.26721953502185347,0.9818466259581186,0.1449250810410212,0.7937522298609189,0.9452713014132855,0.4882269903436869,0.9016924508737897,0.9138868413583673,0.8442956351842651,0.7800533908416121,0.2727820974041434,0.7383214093204034,0.4205389412178486,0.8656351951214125,0.28061647065453743,0.08129354539405464,0.7504879243071624,0.27433420099881733,0.7754854178467252,0.4946302025622519,0.05369116256852047,0.8659648159849261,0.2896574049757151,0.2977703417666999,0.8634175290135585,0.7488502085604268,0.3518713842581892,0.5329871483395469,0.9762670704552014,0.7330110430353611,0.6913944387543556,0.4237235463514206,0.7973472875766469,0.5034733964395228,0.5862185726355246,0.003976958742475278,0.5296797288868877,0.11465399544458454,0.7123107400991677,0.017181078460387078,0.5341223590999834,0.8725056649011032,0.4703619764591529,0.3851242678658552,0.6292387108643877,0.6898367089701377,0.985914758891831,0.6107927886779801,0.633412357444963,0.718748680359218,0.5210139971469672,Sad
0.8134742287353943,0.7972798626659567,0.2609052266841356,0.0923548796681255,0.007514446217362747,0.9806247225086258,0.6605758111244451,0.42039119278680515,0.1252399267097497,0.29321260187687825,0.609856560840658,0.44256348189438977,0.4737391631328286,0.9277579158452383,0.3318812518533927,0.4845590859331539,0.5535257398047919,0.6674444186396215,0.43420716872485765,0.018683912164886518,0.768313976075136,0.0006254440262984939,0.469900794807085,0.31011305487488217,0.1739488456150864,0.7428729687862567,0.5403159247782844,0.6373162578134193,0.17106387950427437,0.88378270046177,0.7490346319225536,0.7100194954756024,0.7688400207111834,0.7438534531218434,0.7478744667891043,0.5877700460522509,0.6062664779989122,0.3624957784885877,0.38414040862825316,0.9762058441634874,0.5510462240685758,0.9825693642259739,0.34295274585214663,0.8143263917301256,0.6094112971157662,0.2559817140685855,0.8461220013001463,0.05624516320464901,0.6282966983437639,0.5292232216082564,0.3580694003321696,0.15605376139533245,0.26508825734502983,0.5128412493879307,0.13878790667359298,0.3340008431445163,0.3173901456511762,0.5777759558556805,0.8813449441342898,0.37929555955741845,0.05094503793357641,0.4375744286474137,0.9221544952652295,Happy
0.5966654815492268,0.9323901528492318,0.8473011180528845,0.4804203969751244,0.0376076535326757,0.7141944815947104,0.799449048226702,0.387366061998331,0.13968094506153472,0.5638990192823949,0.9266075001449798,0.2830235552516128,0.4963596611657124,0.16013847420565963,0.09595520033725702,0.28175719400231225,0.12879905268184466,0.9292848549492964,0.849810292582053,0.5580147065294494,0.533894804623577,0.12522444551456136,0.7983223740388475,0.6015972065103997,0.4817674380231972,0.4172155319773322,0.13497535675818062,0.3949993165615646,0.6962257583811446,0.8940734109034402,0.13654643890739238,0.8361574824345616,0.47905236896411807,0.7317938627201868,0.34950469433655873,0.7285584902516982,0.9496847096362954,0.8282830981326652,0.3079509868657436,0.45420688662005404,0.7799531576678443,0.4336201829587186,0.8506980136645189,0.7594742363705126,0.051848836985696645,0.27053542534449904,0.4693350705824627,0.4828065682596353,0.3102536643339986,0.05626058811042034,0.20173349778503236,0.5343488299027743,0.704103344188685,0.5509845393531211,0.4167968321702803,0.4144467216093721,0.7867547755008791,0.155809251213208,0.5903541898797499,0.5417616445623192,0.24673875401094014,0.83331970569492,0.04414156564273297,Mad
0.2403961067921131,0.8413668831514722,0.3358416836278816,0.42704483837299967,0.9511820863338114,0.4598989863872789,0.6591933238544675,0.28589617797246836,0.8449903473957343,0.8667339060192868,0.5695151978850016,0.0021603071553631947,0.6605366366380337,0.13134037860339387,0.26145860053462533,0.6011749829116833,0.6483352322421905,0.8864820548499809,0.35974081665885205,0.1467180400931999,0.5735175665011633,0.2038533647957126,0.11150801785095332,0.06633470759397364,0.320909511321386,0.6458866994855454,0.7247415712179217,0.9644216538182628,0.6631129257526069,0.8537779092880218,0.7495599205401191,0.9855542742395531,0.4790348436953188,0.025609549803391585,0.6103282036732194,0.536984014433001,0.8364905446319224,0.5759359747445165,0.21163960487629985,0.32447836948665476,0.5404402119331605,0.8092410529244548,0.09507338157276968,0.17132091774973968,0.048194680774482634,0.3346033957962149,0.7975898049275101,0.9784157153707107,0.08682940589431176,0.6330885104253104,0.9530994331554172,0.0666488396961532,0.46447449481017256,0.8159284834831896,0.43351756037609057,0.4246111085196729,0.030591607045502234,0.7531727818077402,0.879028354356956,0.9003853786868413,0.18234704131804313,0.5921570057949015,0.5898115332097866,Happy
